idelem;tipo_elem;identif;nombre;st_x;st_y
9979;PUNTOS DE MEDIDA URBANOS;2069;Alde Sainz Baranda E-O(Giro a M-30 - Marqués Corbera- M-30;444.112.367.442.928;447.495.592.724.433
3927;PUNTOS DE MEDIDA URBANOS;4021;Pl. Cataluña (Isleta Central) O-E - Dr.Arce-Principe Vergara;442.553.414.250.918;447.798.327.693.474
3982;PUNTOS DE MEDIDA URBANOS;6042;Velazquez S-N (Entrada Tunel) - General Oraa-Maria Molina;442.165.047.396.607;447.660.905.855.467
7055;PUNTOS DE MEDIDA URBANOS;10036;Ibiza 40 O-E - Fernan Gonzalez - Maiquez;442.941.113.967.362;447.458.531.196.552
4226;PUNTOS DE MEDIDA URBANOS;14027;Pº Acacias O-E - Pº de los Olmos-Gasómetro;439.939.912.838.531;447.295.766.775.631
4167;PUNTOS DE MEDIDA URBANOS;13021;Sta. MªCabeza Entrada a Calle 30 Cal. Interior Sentido A-5 - ;440.389.242.722.615;44.722.332.317.183
4168;PUNTOS DE MEDIDA URBANOS;13022;Sta. MªCabeza Entrada Calle 30 Cal. Exterior Sentido A-4 - ;440.387.140.548.055;447.222.630.171.719
5587;PUNTOS DE MEDIDA URBANOS;61077;Costa Rica  E-O(Túnel) - Pl.José MªSoler-Paraguay;443.334.175.470.669;447.910.124.997.465
5611;PUNTOS DE MEDIDA URBANOS;61107;Rodríguez Marín S-N - Acceso Serrano S-N;442.544.826.810.131;447.847.016.435.007
5620;PUNTOS DE MEDIDA URBANOS;61116;Sta.MªMagdalena N-S - Jardiel Enrique-AlfonsoXIII;443.341.391.767.262;447.926.640.169.198
5628;PUNTOS DE MEDIDA URBANOS;62013;Ulpiana Benito S-N - Sófora- Bravo Murillo;441.362.275.437.709;447.978.338.366.984
6295;PUNTOS DE MEDIDA URBANOS;56013;C/. Valdetorres del Jarama  - Angel Luis Herrán-Liberación;44.550.058.665.051;44.803.959.576.818
6296;PUNTOS DE MEDIDA URBANOS;56014;C/. Valdetorres del Jarama - Liberación-Mar de Kara;445.499.364.635.868;44.804.119.784.457
6303;PUNTOS DE MEDIDA URBANOS;56022;Av. Gran Vía de Hortaleza - Haro-López de Hoyos;444.805.965.264.965;448.002.505.452.359
6306;PUNTOS DE MEDIDA URBANOS;56026;C/. Mar Negro - Mar Menor-Mar de las Antillas;445.477.198.805.722;448.076.033.722.488
4154;PUNTOS DE MEDIDA URBANOS;97095;Méndez Alvaro O-E - Sabal - Oriana;442.260.090.895.626;447.222.476.233.418
7074;PUNTOS DE MEDIDA URBANOS;97596;Dr.Esquerdo 35 S-N(Giro a Goya) - Jorge Juán-Fundadores;443.379.522.642.593;447.521.587.855.434
6294;PUNTOS DE MEDIDA URBANOS;56012;C/. Valdetorres del Jarama  - Ãngel Luis Herran-Av. San Luís;445.212.689.170.284;448.058.706.111.436
6327;PUNTOS DE MEDIDA URBANOS;56403;C/. Totana - Totana-Virgen del Carmen;444.627.319.675.169;448.072.186.675.308
3792;PUNTOS DE MEDIDA URBANOS;59030;C/. Torrelaguna          - Av. Badajoz-General Kirkpatrick;444.737.322.229.202;447.724.333.790.355
3793;PUNTOS DE MEDIDA URBANOS;59031;C/. Virgen del Portillo - Virgen del Sagrario-Virgen de Loreto;444.564.996.710.612;447.652.099.817.392
6396;PUNTOS DE MEDIDA URBANOS;64009;Av. Canillejas a Vicálvaro - M-40-Suecia;448.268.520.873.283;447.479.236.074.218
6500;PUNTOS DE MEDIDA URBANOS;66018;Av. Luis Aragones N-S - Av. Luis Aragones-Pl. Grecia;448.751.172.587.875;447.654.780.457.034
6433;PUNTOS DE MEDIDA URBANOS;67024;Av. Doctor García Tapia - Corregidor Diego Valderrábano-Arroyo de la Media Legua;444.532.326.974.335;447.397.109.312.447
6466;PUNTOS DE MEDIDA URBANOS;67407;C/. Alcalde Garrido Juaristi - Alcalde Garrido Juaristi-Arroyo Media Legua;444.712.316.454.169;447.406.774.792.225
4999;PUNTOS DE MEDIDA URBANOS;39057;RAFAELA YBARRA S-N(M-40-CARABANCHEL);439.479.139.954.196;446.866.835.448.185
3445;PUNTOS DE MEDIDA URBANOS;39058; ENTRADA M-40 A RAFAELA YBARRA;439.497.797.067.885;446.869.089.233.892
5000;PUNTOS DE MEDIDA URBANOS;39060; GUETARIA N-S(OREJA-REGIL);439.354.800.652.673;446.916.558.136.603
5188;PUNTOS DE MEDIDA URBANOS;81008;VIA CARPETANA O-E(A.VALDECELADA-E.SANTO);43.781.088.059.482;447.250.987.541.533
5302;PUNTOS DE MEDIDA URBANOS;85025;BALEARES O-E;439.600.665.132.338;447.148.901.652.157
5303;PUNTOS DE MEDIDA URBANOS;85026;PTE DE LOS CAPUCHINOS ENTRADA CRUCE S-N;439.686.616.944.679;447.149.804.215.292
5304;PUNTOS DE MEDIDA URBANOS;86001;J.TURINA E-O (JACOBEO-GRAL.MILLAN ASTRAY;435.206.546.127.371;446.964.455.318.244
5305;PUNTOS DE MEDIDA URBANOS;86002;CTRA.B? FORTUNA S-N(TROMPAS-J.TURINA);435.100.808.396.253;446.954.291.530.043
5306;PUNTOS DE MEDIDA URBANOS;86003;AVIACION  E-O(G.MILLAN ASTRAY-J.CADALSO);435.016.008.765.734;446.968.502.743.295
5318;PUNTOS DE MEDIDA URBANOS;86014;AVIACION O-N(GIRO A NAVALM.MATA);434.049.316.240.281;446.988.728.958.743
5320;PUNTOS DE MEDIDA URBANOS;86016;MIRABEL N-S(MONROY-AV.AVIACION);433.779.999.001.799;447.000.541.500.668
5392;PUNTOS DE MEDIDA URBANOS;94011;S. ERASMO S-N(S.CESARIO-S.NORBERTO);440.095.589.279.328;446.581.914.483.545
3561;PUNTOS DE MEDIDA M-30;PM30753;PM30753;444.551.875.712.819;447.451.489.535.342
4147;PUNTOS DE MEDIDA URBANOS;12041;Ancora E-O - General Lacy-Rafael Riego;44.147.144.266.725;447.291.073.975.368
4143;PUNTOS DE MEDIDA URBANOS;12037; Meneses S-N (5 mts.) -  Meneses S-N (5 mts.);442.190.974.570.139;447.186.437.480.439
4146;PUNTOS DE MEDIDA URBANOS;12040;General Lacy S-N - Canarias-Ancora;441.484.286.641.244;447.279.588.889.519
4271;PUNTOS DE MEDIDA URBANOS;15300; Pl. Cibeles S-N(Delante G.11)(P.M.6) -  Pl. Cibeles S-N(Delante G.11)(P.M.6);441.340.217.560.269;447.471.130.385.104
4272;PUNTOS DE MEDIDA URBANOS;15301; Pl. Cibeles N-S(Delante G.9)(P.M.2) -  Pl. Cibeles N-S(Delante G.9)(P.M.2);441.273.488.647.667;447.472.649.037.472
4292;PUNTOS DE MEDIDA URBANOS;16014;Gran Via, 64 S-N - Garcia Molinas-General Mitre;439.921.891.316.397;447.510.721.889.969
4293;PUNTOS DE MEDIDA URBANOS;16015; San Bernardo, 37 E-O - Antonio Grillo-Gran Via;440.079.637.862.746;447.512.138.243.857
4294;PUNTOS DE MEDIDA URBANOS;16016;Gran Via, 51 N-S - San Bernardo-Silva;440.077.074.617.287;447.496.958.149.664
4295;PUNTOS DE MEDIDA URBANOS;16017;San Bernardo, 15 O-E - Pl. Santo Domingo-Gran Via;440.022.664.118.388;447.490.089.762.618
4252;PUNTOS DE MEDIDA URBANOS;15012;Alcala E-O - Cedaceros-Peligros;440.819.430.868.232;44.746.050.312.768
3715;PUNTOS DE MEDIDA URBANOS;23001;Reyes Católicos S-N - Arco Victoria-Isaac Peral ;439.095.336.094.848;447.681.815.640.999
6946;PUNTOS DE MEDIDA URBANOS;41058;Av. Albufera - Rafael Alberti-Fuengirola;445.806.673.654.931;447.113.060.187.932
4364;PUNTOS DE MEDIDA URBANOS;17033;Pintor Rosales N-S - Buen Suceso-Quintana;439.038.430.419.289;447.561.954.358.033
4419;PUNTOS DE MEDIDA URBANOS;20001; Cea Bermúdez, 30 O-E - Galileo-Vallehermoso;439.935.203.818.579;447.691.653.523.489
4465;PUNTOS DE MEDIDA URBANOS;22300; Pl. San Juan de la Cruz N-S (P.M.3)(Delante G.2) -  Pl. San Juan de la Cruz N-S (P.M.3)(Delante G.2);441.416.955.655.809;447.716.184.753.974
4469;PUNTOS DE MEDIDA URBANOS;22304; Pº Castellana N-S(Delante G.3,salida) (P.M.1) -  Pº Castellana N-S(Delante G.3,salida) (P.M.1);441.452.989.323.758;447.708.044.920.066
4652;PUNTOS DE MEDIDA URBANOS;35011;Cartagena S-N - Eraso-Maria Teresa;443.264.701.843.793;447.644.866.549.522
4672;PUNTOS DE MEDIDA URBANOS;35038;Brescia E-O - Av.Brasilia-Av.Bruselas;443.890.129.279.317;447.662.107.770.424
4674;PUNTOS DE MEDIDA URBANOS;35040;Martínez Izquierdo O-E - Francisco Altimiras-Av.Brasilia;443.932.310.931.583;447.648.317.317.873
4675;PUNTOS DE MEDIDA URBANOS;35041;Puente Calero E-O - Av.de la Paz-Av.Brasilia;444.180.089.216.308;447.646.601.065.255
4676;PUNTOS DE MEDIDA URBANOS;35042;Roberto Domingo S-N - Av.Toreros-Av.Donostiarra;444.031.521.852.405;447.638.392.996.177
5441;PUNTOS DE MEDIDA URBANOS;43030;Santiago de Compostela O-E - Ginzo  Limia-Arzobispo Morcillo;440.802.881.601.443;448.185.729.329.485
5451;PUNTOS DE MEDIDA URBANOS;60004;PºCastellana N-S - Fco.Gervás-Sor Angela de la Cruz;441.614.758.955.681;447.933.934.859.297
5505;PUNTOS DE MEDIDA URBANOS;60062;Padre Damián S-N - Falla-Profesor Waksman;441.855.795.186.191;447.870.189.256.345
5506;PUNTOS DE MEDIDA URBANOS;60063;Padre Damián N-S - Falla-Rafael Salgado;441.849.112.566.813;447.869.213.837.463
5507;PUNTOS DE MEDIDA URBANOS;60064;Rafael Salgado O-E - PºCastellana-Padre Damián;441.746.767.168.361;447.859.112.473.927
5509;PUNTOS DE MEDIDA URBANOS;60067;Lateral PºCastellana S-N - Juán Gris-Gral.Yagüe;441.555.342.585.765;447.897.140.690.339
5680;PUNTOS DE MEDIDA URBANOS;60068;Juán Gris O-E - Capitán Haya-PºCastellana;441.516.913.735.469;44.789.857.369.652
4696;PUNTOS DE MEDIDA URBANOS;90011;Pº Imperial  E-O - Jemenuño-Ronda de Segovia;439.197.733.659.758;447.370.792.200.035
3444;PUNTOS DE MEDIDA URBANOS;90012; Pº Melancólicos S-N - Pº Imperial-Ronda de Segovia;439.148.595.439.744;447.376.686.553.527
10038;PUNTOS DE MEDIDA URBANOS;90013;Arganda N-S - Valdelasierra -Yeserías;440.325.147.217.921;447.233.069.680.193
3477;PUNTOS DE MEDIDA URBANOS;90016;Ronda de Segovia E-O - Carlos Arniches-Puerta Toledo;4.398.285.688.076;447.332.665.630.535
3478;PUNTOS DE MEDIDA URBANOS;90017;Gran Vía de San Francisco N-S - Aguila-Puerta Toledo;439.651.146.646.676;447.347.725.110.143
4697;PUNTOS DE MEDIDA URBANOS;90018; Toledo S-N - Santa Casilda-Puerta Toledo;439.669.424.605.358;447.316.842.104.781
4691;PUNTOS DE MEDIDA URBANOS;90006;Pº Melancólicos E-O - San Epifanio-Pº Pontones;438.996.424.113.325;447.297.223.754.525
7023;PUNTOS DE MEDIDA URBANOS;97112;Méndez Alvaro N-S - Ãncora - Canarias;441.768.481.252.771;447.280.890.104.723
4050;PUNTOS DE MEDIDA URBANOS;97103;Dr.Esquerdo 63 S-N - Ibiza-OÂ´Donnell;443.354.100.389.982;447.475.532.485.212
4056;PUNTOS DE MEDIDA URBANOS;97105;OÂ´Donell 52 O-E - Maíquez - Dr.Esquerdo;443.222.400.178.088;44.749.370.607.974
4051;PUNTOS DE MEDIDA URBANOS;97106;OÂ´Donell 69 E-O - Iturbe-Dr.Esquerdo;443.488.982.396.251;447.489.498.175.426
4059;PUNTOS DE MEDIDA URBANOS;97107;Dr.Esquerdo 43 S-N - Jorge Juan - Fundadores;443.386.422.456.306;447.521.559.829.306
7076;PUNTOS DE MEDIDA URBANOS;97108;Méndez Alvaro S-N - Garganta de los Montes-Comercio;442.029.185.000.786;447.252.506.727.444
6098;PUNTOS DE MEDIDA URBANOS;47038;C/. Dalia - Jazmín-Arturo Soria;443.619.624.221.818;448.140.715.823.441
3778;PUNTOS DE MEDIDA URBANOS;47409;Av. San Luis  - Arturo Soria-Mesena;443.684.716.738.538;448.087.405.120.536
6133;PUNTOS DE MEDIDA URBANOS;53001;Av. Marqués de Corbera  - M30-Ricardo Ortíz;444.385.344.406.904;447.501.549.128.614
3649;PUNTOS DE MEDIDA URBANOS;53033;C/. Ezequiel Solana  - Ezequiel Solana-Francisco Villaespesa;445.532.386.285.821;447.575.508.655.476
6162;PUNTOS DE MEDIDA URBANOS;53034;C/. Ezequiel Solana  - Servando Batanero- Francisco Villaespesa;445.449.132.996.307;447.588.785.463.923
6163;PUNTOS DE MEDIDA URBANOS;53035;C/. Ezequiel Solana  - Ezequiel Solana-Vital Aza;445.375.931.390.962;447.601.546.870.144
3648;PUNTOS DE MEDIDA URBANOS;53030;Lago Constanza (puerta Principal Cementerio) - Lago Constanza-Av. Daroca;445.358.966.751.153;447.544.954.264.055
6160;PUNTOS DE MEDIDA URBANOS;53031;Av. Daroca - Francisco Villaespesa-Av. Daroca;445.348.225.997.524;447.557.563.888.295
6161;PUNTOS DE MEDIDA URBANOS;53032;C/. José María Pereda  - Servando Batanero-Francisco Villaespesa;445.164.974.235.417;44.758.280.491.192
6183;PUNTOS DE MEDIDA URBANOS;53405;C/. Francisco Villaespesa - Francisco Villaespesa-Lago Constanza;445.338.041.494.688;447.579.921.980.831
6184;PUNTOS DE MEDIDA URBANOS;53406;C/. Francisco Villaespesa - Francisco Villaespesa-Salas Barbadillo;445.382.465.097.105;447.580.192.702.662
3783;PUNTOS DE MEDIDA URBANOS;54017;Av. Vicálvaro a Canillejas - Av. Vicálvaro a Canillejas-Pl. Vicalvarada;448.356.463.141.956;447.374.065.083.387
6206;PUNTOS DE MEDIDA URBANOS;54018;C/. Villablanca  - Los Manantiales-Pº Artilleros;448.494.039.789.418;447.355.026.335.132
6207;PUNTOS DE MEDIDA URBANOS;54019;C/. Villablanca  - Villajimena- Los Manantiales;448.813.740.778.744;447.337.715.135.464
6234;PUNTOS DE MEDIDA URBANOS;55014;Puente Felipe Juvara - A2-Pl. Yucatán;447.001.914.379.533;447.808.929.532.955
6235;PUNTOS DE MEDIDA URBANOS;55015;Av. de los Andes - Abelias-Pl. Yucatán;446.963.456.465.951;447.833.165.332.598
6236;PUNTOS DE MEDIDA URBANOS;55016;Av. de los Andes - Abelias-Gta. Mar Caribe;447.182.394.612.995;447.851.640.725.254
6237;PUNTOS DE MEDIDA URBANOS;55017;Av. de los Andes - Mitra-Gta. Mar Caribe;447.425.373.886.845;447.866.000.656.466
6239;PUNTOS DE MEDIDA URBANOS;55022;C/. Emigrantes - Mota del Cuervo-Tribaldos;446.153.696.035.808;44.799.269.961.922
6240;PUNTOS DE MEDIDA URBANOS;55023;C/. Emigrantes - Tribaldos-Ctra. Canillas;446.143.581.066.261;447.992.010.161.449
4818;PUNTOS DE MEDIDA URBANOS;26008;P? TALLERES O-E(ARROYOBUENO-ALCOCER);440.637.505.420.722;446.692.179.598.922
4819;PUNTOS DE MEDIDA URBANOS;26009;ALCOCER O-E(LITOS-P?TALLERES);440.604.515.995.028;446.700.894.517.187
4820;PUNTOS DE MEDIDA URBANOS;26010; VERBENA PALOMA O-E;441.239.422.563.443;446.831.722.490.274
4821;PUNTOS DE MEDIDA URBANOS;26011; UNANIMIDAD E-O;441.198.367.035.747;446.826.115.374.436
4828;PUNTOS DE MEDIDA URBANOS;26019;VERBENA DE LA PALOMA O-E (PAN Y TOROS);441.127.129.354.201;446.825.080.342.665
4813;PUNTOS DE MEDIDA URBANOS;26006;V.DESAMPARAD N-S(ANOETA-ALCOCER);440.769.636.287.507;446.708.964.835.963
4817;PUNTOS DE MEDIDA URBANOS;26007;ALCOCER GIRO A V. DE LOS DESAMPARADOS;440.774.954.221.247;446.700.027.881.913
4901;PUNTOS DE MEDIDA URBANOS;37014;VALMOJADO S-N(VALMOJADO,53-VALMOJADO,49);435.809.011.708.941;44.721.975.302.014
5187;PUNTOS DE MEDIDA URBANOS;81007;V.CARPET.GIRO N-E(CARAMUEL-ERM.STO);437.851.218.744.274;447.256.768.114.082
5300;PUNTOS DE MEDIDA URBANOS;85023;MARQUES JURA REAL S-N;439.915.093.608.597;447.177.992.871.121
5319;PUNTOS DE MEDIDA URBANOS;86015;AVIACION E-O(NAVALMO.DE LA MATA-MIRABEL);433.876.036.066.235;446.993.044.967.333
5323;PUNTOS DE MEDIDA URBANOS;86020;MONROY N-S(GRAL. FANJUL-AVIACION);433.607.044.515.629;447.017.430.403.981
5324;PUNTOS DE MEDIDA URBANOS;86021;AVIACION O-E(VALLE INCLAN-RAFAEL FINAT);434.316.163.754.178;446.982.632.717.752
5325;PUNTOS DE MEDIDA URBANOS;86022;AV.AVIACION  E-O(MIRABEL-MONROY);433.661.726.173.473;447.005.357.906.601
3590;PUNTOS DE MEDIDA URBANOS;94008;R. PINTO NE-SO(V.TOBALINA-MONTEJO);439.691.081.072.128;446.554.404.080.047
5407;PUNTOS DE MEDIDA URBANOS;29004;AV. COMPLUTENSE S-N(FRENTE A FACULTAD FARMACIA-PARANINFO);438.396.432.097.245;447.783.809.610.393
5408;PUNTOS DE MEDIDA URBANOS;29005;PROFESOR ARANGUREN O-E(EDUARDO SAAVEDRA-AV.COMPLUTENSE);438.255.471.633.781;447.795.365.316.593
5409;PUNTOS DE MEDIDA URBANOS;29006; BOTANICO E-O(ENTRADA AV. COMPLUTENSE);438.434.449.123.351;447.771.340.754.264
6822;PUNTOS DE MEDIDA M-30;PM31453;PM31453;439.182.494.022.178;447.090.026.069.612
6868;PUNTOS DE MEDIDA M-30;14NL24PM01;14NL24PM01;440.506.944.912.487;447.193.848.825.239
1033;PUNTOS DE MEDIDA M-30;15RH53PM01;15RH53PM01;439.471.712.073.199;447.248.775.806.729
6864;PUNTOS DE MEDIDA M-30;15RR41PM01;15RR41PM01;439.743.158.485.699;447.243.358.734.801
6847;PUNTOS DE MEDIDA M-30;16NC07PM01;16NC07PM01;439.023.609.091.245;447.263.538.543.432
6877;PUNTOS DE MEDIDA M-30;12NC07PM01;12NC07PM01;441.957.773.041.858;447.139.602.046.276
6845;PUNTOS DE MEDIDA M-30;16NC75PM01;16NC75PM01;438.817.817.275.878;447.320.547.904.602
6843;PUNTOS DE MEDIDA M-30;17XC08PM01;17XC08PM01;438.806.131.058.097;447.344.221.080.135
6838;PUNTOS DE MEDIDA M-30;18XC11PM01;18XC11PM01;438.779.798.491.928;447.446.379.106.588
1013;PUNTOS DE MEDIDA M-30;18XC46PM01;18XC46PM01;43.881.350.730.207;447.482.959.419.237
1019;PUNTOS DE MEDIDA M-30;13XL49PM01;13XL49PM01;440.975.711.204.412;447.119.061.936.689
7145;PUNTOS DE MEDIDA M-30;14NC96PM01;14NC96PM01;439.815.647.216.469;44.723.092.779.474
3728;PUNTOS DE MEDIDA URBANOS;11008;Guillermo de Osma E-O - Alonso Carbonel-Benito Valderas;440.984.681.453.856;447.192.319.082.541
3614;PUNTOS DE MEDIDA URBANOS;11009;Pº Chopera E-O - Jaime el Conquistador-Fernando Poo;440.714.151.272.232;44.720.003.523.058
4085;PUNTOS DE MEDIDA URBANOS;11012;Divino Vallés O-E - Fernando Poo-Jaime el Conquistador;440.792.350.263.751;447.220.972.755.449
4102;PUNTOS DE MEDIDA URBANOS;11031;Bronce E-O - Hierro-Embajadores;441.527.403.522.155;447.124.185.004.563
4122;PUNTOS DE MEDIDA URBANOS;12015;Pº Delicias S-N - Pl. Legazpi-Pl. Beata MªAna Jesus;441.131.101.350.535;447.175.563.751.972
4123;PUNTOS DE MEDIDA URBANOS;12016;Guillermo de Osma O-E - Domingo P. Val - Pl.Beata MªAna Jesus;441.049.097.342.153;44.719.293.235.721
4149;PUNTOS DE MEDIDA URBANOS;12043;Ancora E-O - Rafael Riego-Pº Delicias;441.356.885.561.955;4.472.920.023.762
4150;PUNTOS DE MEDIDA URBANOS;12044;General Lacy N-S - Bustamante-Ramirez Prado;441.469.551.738.864;447.266.268.476.626
4151;PUNTOS DE MEDIDA URBANOS;12045;Ramirez Prado O-E - Pº Delicias-Juan de Mariana;441.388.407.105.945;44.726.133.674.241
3759;PUNTOS DE MEDIDA URBANOS;13003;Alfonso XII S-N - Giro a Antonio Maura;441.661.926.834.587;447.435.358.897.233
4121;PUNTOS DE MEDIDA URBANOS;12014;Embajadores S-N - Granito-Pl. Beata MªAna Jesus;441.218.657.026.115;447.181.743.622.238
4177;PUNTOS DE MEDIDA URBANOS;13034;Marques Valdavia, 9 O-E - Sta Maria Cabeza-Ronda Atocha;44.109.173.399.902;447.320.194.216.511
4178;PUNTOS DE MEDIDA URBANOS;13035;Batalla del Salado N-S - Delicias-Palos Frontera;441.069.642.773.272;447.305.931.303.834
3692;PUNTOS DE MEDIDA URBANOS;13037;Jose Antonio Armona N-S - Sebastian Elcano-Sta Maria Cabeza;440.961.479.028.022;447.315.234.186.059
4180;PUNTOS DE MEDIDA URBANOS;13038;Ferrocarril O-E - Sta Maria Cabeza-Batalla del Salado;440.844.801.928.828;447.270.988.704.035
4181;PUNTOS DE MEDIDA URBANOS;13039;Embajadores N-S - Sta Maria Cabeza-General Palanca;440.808.378.490.081;447.259.972.177.039
4182;PUNTOS DE MEDIDA URBANOS;13040;Sta Maria Cabeza N-S - Embajadores-Peñuelas;440.728.264.075.782;447.265.961.487.712
4183;PUNTOS DE MEDIDA URBANOS;13041;Sta MªCabeza Entr.Calle30 Ext Sent A4(Desde Fdez.Ladreda) - Sta MªCabeza Entr.Calle30 Ext Sent A4(Desde Fdez.Ladreda);440.230.802.352.551;447.191.084.257.956
4205;PUNTOS DE MEDIDA URBANOS;14007;Atocha E-O - San Eugenio-Moratin;440.935.067.837.145;447.387.439.514.076
4206;PUNTOS DE MEDIDA URBANOS;14008;Atocha E-O - San Pedro-San Eugenio;441.046.930.004.267;447.380.161.833.858
4207;PUNTOS DE MEDIDA URBANOS;14009; Marques de la Valdavia S-N - Entrada Cruce;44.104.902.617.347;447.331.939.771.871
4208;PUNTOS DE MEDIDA URBANOS;14010;Mallorca N-S - Dr.Fourquet -Ronda Atocha;440.892.811.926.618;447.339.164.630.834
4209;PUNTOS DE MEDIDA URBANOS;14011;Ronda Atocha E-O - Marques Valdavia-Mallorca;4.409.642.996.137;447.332.554.093.793
3722;PUNTOS DE MEDIDA URBANOS;14012;Fray Luis de Leon S-N - Palos Frontera-Ronda Valencia;440.791.484.167.852;447.319.480.442.701
4340;PUNTOS DE MEDIDA URBANOS;17004;Pº Moret  O-E - Martin de los Heros-Princesa;438.969.758.782.318;447.642.842.733.448
5489;PUNTOS DE MEDIDA URBANOS;60043;General Perón O-E - Dulcinea-Comandante Zorita;440.832.209.547.833;447.842.960.335.459
5531;PUNTOS DE MEDIDA URBANOS;61017;Av.Burgos N-S - Ntra.Sra. del Recuerdo- Pl.Duque de Pastrana;442.705.242.456.788;448.022.546.494.869
5576;PUNTOS DE MEDIDA URBANOS;61065;Alberto Alcocer O-E - Lígula-Condes de Val;442.166.936.270.333;447.908.987.846.035
5614;PUNTOS DE MEDIDA URBANOS;61110;Mateo Inurria E-O - Pº de la Habana-Av.del Recuerdo;442.478.598.979.397;448.008.954.057.153
5617;PUNTOS DE MEDIDA URBANOS;61113;Pte Costa Rica E-O(Entrada Túnel) - Arturo Soria-José MªSoler;443.621.793.298.749;4.479.199.506.864
7093;PUNTOS DE MEDIDA URBANOS;61115;Acceso M-30(Túnel)E-O - M-30-Pl.José MÂªSoler;443.540.049.638.877;447.923.431.981.241
5672;PUNTOS DE MEDIDA URBANOS;62058;Infanta Mercedes S-N - Pensamiento-Sor Angela de la Cruz;441.031.144.031.263;447.919.898.113.478
5674;PUNTOS DE MEDIDA URBANOS;62060;Sor Angela de la Cruz E-O - Infanta Mercedes-Bravo Murillo;441.033.790.935.514;447.928.258.693.744
3751;PUNTOS DE MEDIDA URBANOS;62061;Sor Angela de la Cruz O-E(Lateral) - Bravo Murillo-Infanta Mercedes;440.981.159.987.041;447.927.874.536.589
5733;PUNTOS DE MEDIDA URBANOS;63046;Basílica O-E - Cte.Zorita-Gral.Moscardó;4.409.199.308.561;4.478.069.178.145
5697;PUNTOS DE MEDIDA URBANOS;63009;Bravo Murillo S-N - Gta.Cuatro Caminos-Hernani;440.423.373.359.395;447.787.874.137.647
5731;PUNTOS DE MEDIDA URBANOS;63044;Gral.Moscardó S-N - Basílica-Reina Mercedes;441.025.820.260.569;447.814.796.245.401
3427;PUNTOS DE MEDIDA URBANOS;63004;Bravo Murillo N-S - San Raimundo-Carolina;440.472.180.905.347;447.833.450.788.953
5695;PUNTOS DE MEDIDA URBANOS;63005;Bravo Murillo N-S - Juán Pantoja- Carnicer;440.447.864.391.723;4.478.137.531.068
3583;PUNTOS DE MEDIDA URBANOS;63006;Bravo Murillo N-S - Carnicer-Almansa;440.437.103.541.248;447.804.481.394.429
5696;PUNTOS DE MEDIDA URBANOS;63008;Sta.Engracia S-N - Maudes-Gta.Cuatro Caminos;44.046.875.968.281;447.764.571.248.381
5735;PUNTOS DE MEDIDA URBANOS;63048;Comandante Zorita N-S - Oviedo-Hernani;440.885.487.941.103;447.801.907.635.054
5736;PUNTOS DE MEDIDA URBANOS;63049;Hernani E-O - Gral.Moscardó-Cte.Zorita;440.960.544.735.878;447.792.950.448.184
7069;PUNTOS DE MEDIDA URBANOS;63061;Vallehermoso 102 S-N - Cea Bermúdez -Av.Filipinas;440.046.679.195.553;44.770.158.623.431
5851;PUNTOS DE MEDIDA URBANOS;41043;Incorporación Av. Albufera hacía M-40 - Av. Albufera hacía M-40;446.348.739.701.912;447.093.588.959.181
5852;PUNTOS DE MEDIDA URBANOS;41044;Av. Monte Igueldo - Av. Monte Igueldo-Antonia Calas;443.435.966.532.588;447.224.549.902.103
5853;PUNTOS DE MEDIDA URBANOS;41045;C/. Sierra de Javalambre - Francisco Iglesias-Av. Albufera;443.472.955.706.213;447.234.652.903.992
5862;PUNTOS DE MEDIDA URBANOS;41054;C/. Cocherón de la Villa - Cocherón de la Villa-Av. Albufera;446.575.155.535.098;447.059.932.429.653
6687;PUNTOS DE MEDIDA M-30;PM11301;PM11301;441.402.844.816.058;447.083.449.102.474
6688;PUNTOS DE MEDIDA M-30;PM11303;PM11303;441.398.133.741.172;447.082.873.079.751
5938;PUNTOS DE MEDIDA URBANOS;44040;C/. Misterios - Misterios-Alcalá;445.915.686.546.733;447.679.811.040.178
6683;PUNTOS DE MEDIDA M-30;PM11161;PM11161;442.312.056.334.487;44.712.199.630.558
6684;PUNTOS DE MEDIDA M-30;PM11168;PM11168;442.314.677.402.466;447.120.392.820.616
6685;PUNTOS DE MEDIDA M-30;PM11201;PM11201;4.420.086.614.405;447.080.309.795.997
6686;PUNTOS DE MEDIDA M-30;PM11208;PM11208;44.200.737.291.185;447.078.996.583.617
5744;PUNTOS DE MEDIDA URBANOS;91002;Bambz N-S(Consuegra-Av. Pio XII);44.269.928.068.139;448.083.000.446.598
5745;PUNTOS DE MEDIDA URBANOS;91003;Av. Pio XII E-O(Av. Burgos - Bambz);442.749.987.370.151;448.069.770.887.594
5748;PUNTOS DE MEDIDA URBANOS;91006;Av. Pio XII E-O (Marques de Torroja - Av. Burgos);442.923.731.704.583;448.057.492.111.792
5749;PUNTOS DE MEDIDA URBANOS;91007;Av. Burgos S-N (Buganvilla - Av. Pio XII);442.814.616.050.411;448.054.289.064.416
5751;PUNTOS DE MEDIDA URBANOS;91009; Marquis de Torroja E-O (delante G.5);442.815.693.222.557;448.041.353.032.094
